cohort,endpoint,N_raw,N_complete_cases,n,c_index,ci_lower,ci_upper,p_value,missing_gene_strategy
TCGA-BRCA,OS,784,768,768,0.712,0.672,0.752,<0.001,reference_mean_0.0
