source,target,source_symbol,target_symbol,correlation,abs_correlation,sign
11254,8424,11254,8424,0.6881655097331832,0.6881655097331832,positive
11254,6422,11254,6422,0.6684595368835,0.6684595368835,positive
11254,25928,11254,25928,0.6562300251269604,0.6562300251269604,positive
11254,10568,11254,10568,0.6728542370372811,0.6728542370372811,positive
11254,23650,11254,23650,0.7000871719454609,0.7000871719454609,positive
92291,25803,92291,25803,0.6821274758416248,0.6821274758416248,positive
92291,79083,92291,79083,0.7198511436958146,0.7198511436958146,positive
6663,3872,6663,3872,0.6740961369413769,0.6740961369413769,positive
6663,8190,6663,8190,0.8533957847088256,0.8533957847088256,positive
6663,5803,6663,5803,0.6518541494319532,0.6518541494319532,positive
6663,6422,6663,6422,0.8201655780902009,0.8201655780902009,positive
6663,150572,6663,150572,0.6774650459451901,0.6774650459451901,positive
6663,1825,6663,1825,0.7231498718433098,0.7231498718433098,positive
6663,25928,6663,25928,0.6973223702162661,0.6973223702162661,positive
6663,1830,6663,1830,0.6541280865987638,0.6541280865987638,positive
6663,2196,6663,2196,0.7100437321244095,0.7100437321244095,positive
6663,342667,6663,342667,0.667745929564409,0.667745929564409,positive
6663,23650,6663,23650,0.6694266147983607,0.6694266147983607,positive
1828,1825,1828,1825,0.7245132219772782,0.7245132219772782,positive
1828,2196,1828,2196,0.6520007587562945,0.6520007587562945,positive
11202,3872,11202,3872,0.6828806695387935,0.6828806695387935,positive
11202,8190,11202,8190,0.687709488892295,0.687709488892295,positive
11202,5268,11202,5268,0.6712220958038887,0.6712220958038887,positive
11202,653145,11202,653145,0.6719108349074308,0.6719108349074308,positive
11202,1830,11202,1830,0.6608724704721344,0.6608724704721344,positive
11202,3868,11202,3868,0.7041703591890816,0.7041703591890816,positive
11202,286887,11202,286887,0.6535688788936245,0.6535688788936245,positive
11202,2196,11202,2196,0.6649452010658861,0.6649452010658861,positive
11202,23650,11202,23650,0.7090179422862377,0.7090179422862377,positive
2099,2066,2099,2066,0.761447342374195,0.761447342374195,positive
2099,29968,2099,29968,-0.7487578227560161,0.7487578227560161,negative
2099,7802,2099,7802,0.7588362101835509,0.7588362101835509,positive
2099,4137,2099,4137,0.6827586174748566,0.6827586174748566,positive
2099,2674,2099,2674,0.7120988333007042,0.7120988333007042,positive
2099,6833,2099,6833,0.6726462636458685,0.6726462636458685,positive
2099,79083,2099,79083,0.7248067508851725,0.7248067508851725,positive
8424,3872,8424,3872,0.6873433463998135,0.6873433463998135,positive
8424,1672,8424,1672,0.68582768568917,0.68582768568917,positive
8424,8190,8424,8190,0.6559965791399566,0.6559965791399566,positive
8424,6422,8424,6422,0.7185054409956901,0.7185054409956901,positive
8424,8842,8424,8842,0.6547905841731074,0.6547905841731074,positive
8424,653145,8424,653145,0.6615302320857732,0.6615302320857732,positive
8424,10568,8424,10568,0.6729085518571066,0.6729085518571066,positive
8424,2196,8424,2196,0.7273783398919907,0.7273783398919907,positive
8424,342667,8424,342667,0.7545328010530239,0.7545328010530239,positive
8424,23650,8424,23650,0.7626052913705342,0.7626052913705342,positive
9568,79083,9568,79083,-0.6766944315392536,0.6766944315392536,negative
810,8626,810,8626,0.7340706000112623,0.7340706000112623,positive
3872,8190,3872,8190,0.7042852332031021,0.7042852332031021,positive
3872,5268,3872,5268,0.7237880181771335,0.7237880181771335,positive
3872,6273,3872,6273,0.7482999113458036,0.7482999113458036,positive
3872,1825,3872,1825,0.8043730460630238,0.8043730460630238,positive
3872,653145,3872,653145,0.836148233773711,0.836148233773711,positive
3872,90019,3872,90019,0.6809266425515168,0.6809266425515168,positive
3872,1830,3872,1830,0.7833223824460827,0.7833223824460827,positive
3872,3868,3872,3868,0.7437828854204517,0.7437828854204517,positive
3872,286887,3872,286887,0.7012451163381584,0.7012451163381584,positive
3872,2196,3872,2196,0.7688628991438001,0.7688628991438001,positive
3872,23650,3872,23650,0.7960779020385865,0.7960779020385865,positive
2532,730,2532,730,0.8528389501219902,0.8528389501219902,positive
1672,23650,1672,23650,0.6554831236083207,0.6554831236083207,positive
8190,5268,8190,5268,0.6897263580637958,0.6897263580637958,positive
8190,6422,8190,6422,0.7810125580663287,0.7810125580663287,positive
8190,1825,8190,1825,0.7082492179791587,0.7082492179791587,positive
8190,653145,8190,653145,0.6631588473754717,0.6631588473754717,positive
8190,90019,8190,90019,0.6781332048975669,0.6781332048975669,positive
8190,25928,8190,25928,0.7107240997461993,0.7107240997461993,positive
8190,1830,8190,1830,0.6630811328744194,0.6630811328744194,positive
8190,2196,8190,2196,0.6642404790678358,0.6642404790678358,positive
8190,23650,8190,23650,0.7102034738866574,0.7102034738866574,positive
25803,2066,25803,2066,0.65527244802076,0.65527244802076,positive
25803,8537,25803,8537,0.6707967875798664,0.6707967875798664,positive
25803,84072,25803,84072,-0.6591798860137605,0.6591798860137605,negative
25803,7033,25803,7033,0.7837367608530421,0.7837367608530421,positive
25803,79083,25803,79083,0.8056572705762646,0.8056572705762646,positive
5268,6422,5268,6422,0.665396400547786,0.665396400547786,positive
5268,6273,5268,6273,0.66101300544065,0.66101300544065,positive
5268,1825,5268,1825,0.7552304903708182,0.7552304903708182,positive
5268,653145,5268,653145,0.7370391326755846,0.7370391326755846,positive
5268,25928,5268,25928,0.6724599463796278,0.6724599463796278,positive
5268,1830,5268,1830,0.7557253389003504,0.7557253389003504,positive
5268,3868,5268,3868,0.6909345902384119,0.6909345902384119,positive
5268,2196,5268,2196,0.7199315983875731,0.7199315983875731,positive
5268,23650,5268,23650,0.730187069145678,0.730187069145678,positive
6422,1825,6422,1825,0.7244555098066296,0.7244555098066296,positive
6422,25928,6422,25928,0.695530448344433,0.695530448344433,positive
6422,2196,6422,2196,0.7415955334278417,0.7415955334278417,positive
6422,342667,6422,342667,0.7378077128940852,0.7378077128940852,positive
6422,23650,6422,23650,0.7254738914544221,0.7254738914544221,positive
6273,1825,6273,1825,0.6732115059172286,0.6732115059172286,positive
6273,653145,6273,653145,0.7871025121411473,0.7871025121411473,positive
6273,1830,6273,1830,0.6811304922608293,0.6811304922608293,positive
6273,3868,6273,3868,0.7117454008943739,0.7117454008943739,positive
6273,286887,6273,286887,0.731243322563699,0.731243322563699,positive
2066,29968,2066,29968,-0.6615789725361234,0.6615789725361234,negative
2066,7802,2066,7802,0.7128281090908554,0.7128281090908554,positive
2066,4137,2066,4137,0.6621391991088048,0.6621391991088048,positive
2066,6833,2066,6833,0.6696311449017296,0.6696311449017296,positive
2066,79083,2066,79083,0.7237615388425944,0.7237615388425944,positive
150572,117195,150572,117195,0.6529826112494729,0.6529826112494729,positive
150572,2196,150572,2196,0.6660153777790402,0.6660153777790402,positive
54490,10720,54490,10720,0.83522708245144,0.83522708245144,positive
203413,84072,203413,84072,0.6667990693727063,0.6667990693727063,positive
203413,79083,203413,79083,-0.6553770529160179,0.6553770529160179,negative
1825,653145,1825,653145,0.8173376213708498,0.8173376213708498,positive
1825,25928,1825,25928,0.6786957563479061,0.6786957563479061,positive
1825,1830,1825,1830,0.8479778055483145,0.8479778055483145,positive
1825,2196,1825,2196,0.8081961140200367,0.8081961140200367,positive
1825,23650,1825,23650,0.7350730345919496,0.7350730345919496,positive
29968,7802,29968,7802,-0.6865875630270377,0.6865875630270377,negative
29968,79083,29968,79083,-0.7028321248389581,0.7028321248389581,negative
7802,2674,7802,2674,0.6548238871739818,0.6548238871739818,positive
7802,7033,7802,7033,0.6602000871687033,0.6602000871687033,positive
7802,6833,7802,6833,0.6830292507469056,0.6830292507469056,positive
7802,79083,7802,79083,0.7155275307468376,0.7155275307468376,positive
653145,90019,653145,90019,0.6539389203863027,0.6539389203863027,positive
653145,1830,653145,1830,0.7818550358310581,0.7818550358310581,positive
653145,3868,653145,3868,0.736730902472208,0.736730902472208,positive
653145,286887,653145,286887,0.6975521884965713,0.6975521884965713,positive
653145,2196,653145,2196,0.7821295365436702,0.7821295365436702,positive
653145,23650,653145,23650,0.7681996283347305,0.7681996283347305,positive
8537,7033,8537,7033,0.653404082347364,0.653404082347364,positive
8537,79083,8537,79083,0.723365548266862,0.723365548266862,positive
90019,23650,90019,23650,0.6742531455602828,0.6742531455602828,positive
117195,2196,117195,2196,0.6549577415915088,0.6549577415915088,positive
25928,2196,25928,2196,0.6796896812663609,0.6796896812663609,positive
25928,23650,25928,23650,0.6758790570692904,0.6758790570692904,positive
1830,2196,1830,2196,0.7781323942362288,0.7781323942362288,positive
1830,23650,1830,23650,0.7090360793653352,0.7090360793653352,positive
10568,23650,10568,23650,0.6531656212323297,0.6531656212323297,positive
3868,286887,3868,286887,0.8122799396053622,0.8122799396053622,positive
3868,8581,3868,8581,0.7318591421471365,0.7318591421471365,positive
3868,23650,3868,23650,0.7454522127356695,0.7454522127356695,positive
84072,7033,84072,7033,-0.6632782556672707,0.6632782556672707,negative
84072,79083,84072,79083,-0.7266441945682489,0.7266441945682489,negative
286887,8581,286887,8581,0.7118380394283954,0.7118380394283954,positive
286887,23650,286887,23650,0.6634298411368251,0.6634298411368251,positive
8626,2196,8626,2196,0.6774733908525213,0.6774733908525213,positive
2196,342667,2196,342667,0.6529280481412763,0.6529280481412763,positive
2196,23650,2196,23650,0.7375548511218757,0.7375548511218757,positive
7033,6833,7033,6833,0.6545304553345965,0.6545304553345965,positive
7033,79083,7033,79083,0.7798558847737334,0.7798558847737334,positive
6833,79083,6833,79083,0.6858149656903125,0.6858149656903125,positive
342667,23650,342667,23650,0.6968284064665191,0.6968284064665191,positive
6289,6288,6289,6288,0.935609439528228,0.935609439528228,positive
