rank,original_gene_id,hugo_symbol,mean_abs_shap_overall
203,134147,CMBL,0.00053883939633069
204,22802,CLCA4,0.0005381069498893787
205,6279,S100A8,0.0005367940028657229
206,27065,NSG1,0.000536150948122955
207,221150,SKA3,0.0005335913085067985
208,9982,FGFBP1,0.0005318482890036507
209,5104,SERPINA5,0.0005314849112585205
210,4602,MYB,0.00052680066082305
211,162417,NAGS,0.0005261211958862578
212,18,ABAT,0.0005256791442850118
213,55247,NEIL3,0.0005243941213640335
214,29842,TFCP2L1,0.0005184283938114565
215,10403,NDC80,0.0005177654815651176
216,11130,ZWINT,0.0005155743642557514
217,7153,TOP2A,0.0005147979499699406
218,150468,CKAP2L,0.0005139183961810816
219,10112,KIF20A,0.0005075372993149943
220,29127,RACGAP1,0.0005073315467880352
221,8326,FZD9,0.0005027370620927463
222,3838,KPNA2,0.0004994020578414483
223,4915,NTRK2,0.0004978417492040286
224,3400,ID4,0.0004970080634232332
225,10721,POLQ,0.0004950990796034457
226,1183,CLCN4,0.0004909899508815138
227,2203,FBP1,0.0004902454382098859
228,9469,CHST3,0.0004890064465018475
229,5803,PTPRZ1,0.00048377136287138574
230,8324,FZD7,0.00048081976688842554
231,89846,FGD3,0.00047994478306980946
232,11226,GALNT6,0.0004743799540761681
233,6833,ABCC8,0.0004730360303869364
234,1001,CDH3,0.00047205602706766587
235,3833,KIFC1,0.00046800463782863886
236,387103,CENPW,0.0004678176049901993
237,256691,MAMDC2,0.00046591522401852456
238,84072,HORMAD1,0.00046561530716716286
239,5743,PTGS2,0.00046484159420831966
240,55143,CDCA8,0.0004648315575585222
241,866,SERPINA6,0.0004589405550246754
242,221662,RBM24,0.00045566764567879747
243,51200,CPA4,0.00045506183875025554
244,112476,PRRT2,0.0004547530141820139
245,148327,CREB3L4,0.000449652874444292
246,92840,REEP6,0.00044948538921248105
247,1789,DNMT3B,0.00044937177315577427
248,5243,ABCB1,0.0004490363115322622
249,2950,GSTP1,0.0004484578510628924
250,6327,SCN2B,0.0004480975915708204
251,10024,TROAP,0.0004476321815689804
252,9135,RABEP1,0.00044481257399254826
253,113130,CDCA5,0.0004434000201396401
254,23336,SYNM,0.0004430615568902783
255,8424,BBOX1,0.00044187956133285786
256,338328,GPIHBP1,0.00044178312525998165
257,157313,CDCA2,0.00044111263983685176
258,8318,CDC45,0.0004403598331660484
259,3832,KIF11,0.00043743567211098033
260,7704,ZBTB16,0.00043732028183888626
261,6869,TACR1,0.00043624964094928523
262,51809,GALNT7,0.0004330593653440861
263,51474,LIMA1,0.0004310711099532307
264,51512,GTSE1,0.00042997044059914496
265,9658,ZNF516,0.00042841873338490333
266,5010,CLDN11,0.00042761109027328814
267,2173,FABP7,0.0004242955342927066
268,81930,KIF18A,0.00042354702288442653
269,3475,IFRD1,0.00042350602474178195
270,8645,KCNK5,0.0004233000042381029
271,64084,CLSTN2,0.0004208295084744499
272,23590,PDSS1,0.0004185385380898749
273,57650,CIP2A,0.00041584024126535194
274,10635,RAD51AP1,0.0004152489974770791
275,1062,CENPE,0.00041501996783993074
276,400451,FAM174B,0.00041481430183899754
277,83992,CTTNBP2,0.0004097771391452579
278,332,BIRC5,0.000407962628915074
279,6280,S100A9,0.00040730914291209574
280,1824,DSC2,0.0004034578183732138
281,122773,KLHDC1,0.0004027625359657645
282,5268,SERPINB5,0.00040090655230595176
283,25788,RAD54B,0.00039864241884928614
284,898,CCNE1,0.0003980740976348802
285,891,CCNB1,0.0003931950146554104
286,3855,KRT7,0.00039104610546830866
287,6854,SYN2,0.00038681776999875916
288,10002,NR2E3,0.0003857715869758627
289,1163,CKS1B,0.0003850788022133911
290,117195,MRGPRX3,0.00038360242398276435
291,3755,KCNG1,0.00038308157582226776
292,135293,PM20D2,0.0003824059385771553
293,165530,CLEC4F,0.00038079553631752605
294,79649,MAP7D3,0.00038073769354291925
295,2205,FCER1A,0.0003796289931307578
296,158067,AK8,0.0003779715708721305
297,2919,CXCL1,0.00037726980146188813
298,56849,TCEAL7,0.00037375510191096716
299,55250,ELP2,0.000372769373833162
300,5325,PLAGL1,0.0003716994908540539
301,3767,KCNJ11,0.00037070424911057615
302,202333,CMYA5,0.0003701937770684709
303,90557,CCDC74A,0.00036764128158045853
304,3294,HSD17B2,0.0003659750756829961
305,145864,HAPLN3,0.0003654528842940778
306,83903,HASPIN,0.0003634795135682914
307,145741,C2CD4A,0.00036292097928717845
308,9212,AURKB,0.00035859406098250827
309,54478,PIMREG,0.0003544872369914545
310,2532,ACKR1,0.00035431606033736447
311,9928,KIF14,0.0003536463380157902
312,1956,EGFR,0.0003520803167175535
313,3945,LDHB,0.0003513038523686272
314,641,BLM,0.00035076427556094114
315,124976,SPNS2,0.0003492706128724764
316,1063,CENPF,0.000346258069419382
317,5087,PBX1,0.00034622203161473647
318,80332,ADAM33,0.0003445284722599673
319,1524,CX3CR1,0.00034435524757026905
320,2491,CENPI,0.0003419277499637158
321,5409,PNMT,0.0003411334672211999
322,27165,GLS2,0.0003391194658463494
323,5817,PVR,0.00033900646016174393
324,8825,LIN7A,0.00033806705663824737
325,7851,MALL,0.0003377570715503638
326,144455,E2F7,0.0003377180403849763
327,24137,KIF4A,0.00033729133376362246
328,63967,CLSPN,0.0003369629962688827
329,6372,CXCL6,0.0003364157999081498
330,128239,IQGAP3,0.00033583320056397353
331,36,ACADSB,0.00033377471867878706
332,11135,CDC42EP1,0.0003328849000944753
333,118611,C10orf90,0.0003325196291417783
334,9796,PHYHIP,0.00033201858623039675
335,6491,STIL,0.00033120098750250715
336,79733,E2F8,0.00033107181713451516
337,65266,WNK4,0.00032993873946441716
338,79745,CLIP4,0.00032969779258042815
339,5158,PDE6B,0.00032922033378161207
340,55800,SCN3B,0.0003289962436845825
341,54898,ELOVL2,0.00032728183722156303
342,10818,FRS2,0.00032727844322831925
343,4137,MAPT,0.00032636821041966146
344,3572,IL6ST,0.00032437630634317985
345,84889,SLC7A3,0.000324049714417307
346,55765,INAVA,0.00032219982343411203
347,9338,TCEAL1,0.0003178694656531106
348,5653,KLK6,0.00031680137597333376
349,4998,ORC1,0.0003167066533368881
350,91133,L3MBTL4,0.0003163177363247394
351,219970,GLYATL2,0.0003131424284749677
352,554,AVPR2,0.000311620467054759
353,4651,MYO10,0.00030883346527973846
354,7298,TYMS,0.00030820376660688025
355,5650,KLK7,0.00030607038552982457
356,5137,PDE1C,0.0003047615589028916
357,57480,PLEKHG1,0.00030466523580863886
358,5888,RAD51,0.0003046182707830434
359,2530,FUT8,0.0003045419615593143
360,146923,RUNDC1,0.00030437122420038135
361,10720,UGT2B11,0.00030290559905182503
362,115399,LRRC56,0.0003015766773536947
363,94121,SYTL4,0.0003012773777182719
364,57116,ZNF695,0.00030008607979808093
365,51097,SCCPDH,0.000298930308949894
366,8626,TP63,0.0002987297217998139
367,2155,F7,0.00029764861752895697
368,113220,KIF12,0.0002972484166902627
369,7516,XRCC2,0.00029572066090950743
370,79780,CCDC82,0.0002916117796501504
371,2065,ERBB3,0.00029017790011890744
372,11339,OIP5,0.0002892151563087924
373,11202,KLK8,0.00028805275512722454
374,1830,DSG3,0.00028643835791904274
375,283248,RCOR2,0.0002852049503811519
376,400793,C1orf226,0.0002839257951146309
377,3868,KRT16,0.00028332055483859064
378,22808,MRAS,0.0002820127550556241
379,9232,PTTG1,0.0002788659179229188
380,51514,DTL,0.00027685599671221646
381,5621,PRNP,0.00027605663185691927
382,79817,MOB3B,0.000275492790519794
383,3773,KCNJ16,0.0002754520686811807
384,55771,PRR11,0.00027525627528010067
385,1264,CNN1,0.00027433827732998445
386,29113,C6orf15,0.0002738387243195582
387,9055,PRC1,0.00027343216975370826
388,3070,HELLS,0.0002733472917353094
389,55010,PARPBP,0.0002703986495885948
390,57613,FAM234B,0.0002698319324938952
391,6584,SLC22A5,0.00026840196393514983
392,25802,LMOD1,0.0002683258980355054
393,1831,TSC22D3,0.00026821608557908244
394,79801,SHCBP1,0.000267402150395774
395,91074,ANKRD30A,0.0002672613877142306
396,6769,STAC,0.00026702233809769075
397,84239,ATP13A4,0.000266834393566447
398,2146,EZH2,0.00026555983277595736
399,401207,C5orf63,0.0002648393472358457
400,7475,WNT6,0.0002634664563932387
401,55503,TRPV6,0.000262349090822214
402,220,ALDH1A3,0.00026149990573684034
403,79570,NKAIN1,0.0002614098141545833
404,84913,ATOH8,0.00026103206331847575
405,23090,ZNF423,0.00026063885575400064
406,9633,TESMIN,0.00026013717700692764
407,671,BPI,0.0002598425491087191
408,64087,MCCC2,0.00025979606672164575
409,55214,P3H2,0.0002589725567927554
410,25818,KLK5,0.0002588086957557011
411,57156,TMEM63C,0.00025880184163508174
412,54490,UGT2B28,0.0002583817117144509
413,25823,TPSG1,0.00025733083323771836
414,4085,MAD2L1,0.0002572089924597959
415,6530,SLC6A2,0.0002570693108332549
416,83690,CRISPLD1,0.00025643404743661685
417,29015,SLC43A3,0.0002556130187825076
418,660,BMX,0.00025490417878945137
419,286207,CFAP157,0.00025446622990290483
420,1908,EDN3,0.00025419807277575425
421,1164,CKS2,0.00025200634325174803
422,81624,DIAPH3,0.00025012622381269053
423,23349,PHF24,0.00024893836776736114
424,388389,DNAAF19,0.000246471526373903
425,7031,TFF1,0.0002452395828315856
426,653145,ANXA8,0.0002451825601063247
427,135112,NCOA7,0.0002447252910442463
428,26289,AK5,0.00024416183789284393
429,401138,AMTN,0.00024406941936074212
430,81031,SLC2A10,0.00024346532005663774
431,2707,GJB3,0.00024329214756090982
432,126393,HSPB6,0.0002430163454075277
433,9413,ENTREP1,0.00024153754141831383
434,84171,LOXL4,0.00024097127160836585
435,27087,B3GAT1,0.0002409571423201998
436,195828,ZNF367,0.00024091235841973822
437,57016,AKR1B10,0.00024072628422013915
438,323,APBB2,0.00024057597112349337
439,100129583,FAM47E,0.0002397904661921813
440,107,ADCY1,0.00023925037341958138
441,51466,EVL,0.00023850603135740954
442,9095,TBX19,0.00023830773664405242
443,9319,TRIP13,0.00023817165582364213
444,84152,PPP1R1B,0.00023797559860403442
445,9333,TGM5,0.00023684326316034113
446,245973,ATP6V1C2,0.00023655067775184922
447,2047,EPHB1,0.00023651027272409247
448,4887,NPY2R,0.00023582382882655515
449,4501,MT1X,0.00023389206017153326
450,203111,ERICH5,0.0002324454467304695
451,5613,PRKX,0.00023235610994913822
452,72,ACTG2,0.00023201004631640942
453,389432,SAMD5,0.0002319247827893586
454,3483,IGFALS,0.00023145432063439926
455,10479,SLC9A6,0.00023123150293533493
456,646424,SPINK8,0.00023027668543338045
457,10218,ANGPTL7,0.00022948152156568752
458,991,CDC20,0.0002290051356501783
459,5321,PLA2G4A,0.00022799772995158685
460,149465,CFAP57,0.00022711496687930727
461,5348,FXYD1,0.0002268146905024907
462,25928,SOSTDC1,0.0002264104276122931
463,5733,PTGER3,0.00022587811425268936
464,253782,CERS6,0.00022552332919347976
465,118430,MUCL1,0.0002247077095790564
466,26507,CNNM1,0.00022427371948032627
467,9542,NRG2,0.00022423973488403152
468,1051,CEBPB,0.00022402181006832023
469,6565,SLC15A2,0.0002228419788914989
470,130888,FBXO36,0.00022219892884528473
471,146894,CD300LG,0.0002206800381030579
472,1503,CTPS1,0.00021996150163156253
473,810,CALML3,0.0002194732047988663
474,57535,ELAPOR1,0.00021793883087583643
475,5138,PDE2A,0.00021771087798098262
476,79369,B3GNT4,0.00021758551406071057
477,57348,TTYH1,0.00021731191001162598
478,79838,TMC5,0.00021514564534267982
479,285386,TPRG1,0.00021413183251086783
480,2023,ENO1,0.00021386505039766324
481,85301,COL27A1,0.00021229873981452966
482,127254,ERICH3,0.00021165469787625055
483,124220,ZG16B,0.0002103780418582643
484,58503,OPRPN,0.00020984769680572812
485,440184,CCDC196,0.00020905294153920336
486,79777,ACBD4,0.00020883153057735644
487,3866,KRT15,0.00020806457432569499
488,3783,KCNN4,0.00020618578166795425
489,340543,TCEAL5,0.0002060695223838088
490,161394,SAMD15,0.00020524205220163365
491,5267,SERPINA4,0.00020493404326541966
492,79723,SUV39H2,0.00020483422028010835
493,149461,CLDN19,0.00020480292001133702
494,23030,KDM4B,0.00020466401356793846
495,1602,DACH1,0.00020429038464396776
496,1346,COX7A1,0.00020382828253638383
497,80127,BBOF1,0.00020293991750848758
498,374864,CCDC178,0.00020287577484156535
499,4148,MATN3,0.00020277837328027396
500,2920,CXCL2,0.0002012867759467003
501,6291,SAA4,0.00020038623804809766
502,9481,SLC25A27,0.0001992327488031049
503,6941,TCF19,0.00019918681388848128
504,116173,CMTM5,0.00019862940471149912
505,349136,WDR86,0.00019852026438189029
506,730,C7,0.00019842705348722088
507,10753,CAPN9,0.00019808903190439588
508,2824,GPM6B,0.00019723642937477713
509,3199,HOXA2,0.0001956754017197762
510,138162,PIERCE1,0.00019536762621941592
511,415117,STX19,0.0001953432411038753
512,4171,MCM2,0.00019457669092318646
513,55635,DEPDC1,0.00019427064647858266
514,55301,OLAH,0.00019426649031259392
515,4248,MGAT3,0.0001936915794496554
516,9620,CELSR1,0.00019267633040815634
517,165257,C1QL2,0.0001923356561083759
518,155185,AMZ1,0.00019224105275727406
519,51705,EMCN,0.00019036963552381057
520,57497,LRFN2,0.00019028116843271275
521,140597,TCEAL2,0.0001896750553641632
522,84706,GPT2,0.00018873606444500768
523,400746,NCMAP,0.00018860418097152063
524,2674,GFRA1,0.00018846560014260414
525,3249,HPN,0.0001883771517440144
526,3938,LCT,0.00018788883496082784
527,79925,SPEF2,0.0001878265316908667
528,776,CACNA1D,0.00018711985109226716
529,3713,IVL,0.0001870932837216912
530,7021,TFAP2B,0.0001865896683131498
531,79973,ZNF442,0.0001863741264551152
532,1828,DSG1,0.00018558623780534037
533,147798,TMC4,0.00018548500365305154
534,445,ASS1,0.00018464496855702796
535,10916,MAGED2,0.0001839986416976783
536,2752,GLUL,0.00018393329880295168
537,57863,CADM3,0.00018367796326446996
538,94103,ORMDL3,0.00018362079879314768
539,4233,MET,0.00018343439838830328
540,168374,ZNF92,0.00018325525194437192
541,768,CA9,0.00018290407810055788
542,23555,TSPAN15,0.00018284491256515638
543,4904,YBX1,0.00018238364705601488
544,79858,NEK11,0.00018180731274820274
545,8317,CDC7,0.00018165845714099516
546,4355,MPP2,0.00017994257588421355
547,92591,ASB16,0.00017940040554046237
548,25893,TRIM58,0.00017916350784676614
549,4499,MT1M,0.00017823871624503745
550,11131,CAPN11,0.000177869420388859
551,29980,DONSON,0.00017723416959939116
552,55040,EPN3,0.0001769116718734598
553,285489,DOK7,0.0001768741133250591
554,8110,DPF3,0.00017670683205466526
555,1345,COX6C,0.00017607577574958012
556,7066,THPO,0.00017572007844415607
557,79948,PLPPR3,0.0001756990784295905
558,57221,ARFGEF3,0.00017463913094037763
559,284467,TAFA3,0.0001739639585518295
560,84281,AKAP19,0.00017366161557636712
561,94241,TP53INP1,0.0001730846996090996
562,23007,PLCH1,0.00017177691998543888
563,50937,CDON,0.000171660460816429
564,91409,CCDC74B,0.0001713775813816631
565,343990,CRACDL,0.00017118033550823767
566,60598,KCNK15,0.00017054926352986165
567,1955,MEGF9,0.000170539469562637
568,1288,COL4A6,0.00016861613053123823
569,124274,GPR139,0.0001684830618353055
570,260429,PRSS33,0.00016819860839603347
571,2327,FMO2,0.00016721060601721107
572,3699,ITIH3,0.00016617127813388371
573,11059,WWP1,0.00016609416915030345
574,6289,SAA2,0.0001657436001102396
575,5174,PDZK1,0.00016543192798851693
576,27232,GNMT,0.00016535864474578446
577,284390,ZNF763,0.0001648778909577164
578,51364,ZMYND10,0.0001648597999851869
579,51678,PALS2,0.00016473125523376006
580,10349,ABCA10,0.0001636454747096265
581,2159,F10,0.0001633790012763914
582,90993,CREB3L1,0.00016316270370766872
583,3161,HMMR,0.00016210287327466242
584,126823,KLHDC9,0.00016183779157653911
585,5648,MASP1,0.00016180430547359332
586,4857,NOVA1,0.0001617212746040336
587,26154,ABCA12,0.00016036669469202984
588,56171,DNAH7,0.00016029677316848674
589,126006,PCP2,0.00016019274571851022
590,1117,CHI3L2,0.00016018150227321555
591,54677,CROT,0.00016015157803395323
592,89839,ARHGAP11B,0.00015985011146841765
593,254778,VXN,0.0001594663270330461
594,5046,PCSK6,0.00015935520531717252
595,477,ATP1A2,0.0001593089996359825
596,728833,RUMY4,0.00015885906122129183
597,6405,SEMA3F,0.00015876767436895673
598,56920,SEMA3G,0.0001586618888914103
599,115,ADCY9,0.00015851622275596503
600,2152,F3,0.00015821889190030018
601,284018,C17orf58,0.00015800707706776585
602,3158,HMGCS2,0.0001572969269858856
603,8531,YBX3,0.00015728222670158943
604,6331,SCN5A,0.00015724807779338132
605,58499,ZNF462,0.00015709984831145128
606,8061,FOSL1,0.0001569080648011069
607,146956,EME1,0.00015660409256205955
608,7466,WFS1,0.00015657197157450134
609,389125,MUSTN1,0.0001562396001114816
610,345557,PLCXD3,0.00015620134620010192
611,153579,BTNL9,0.0001558415118534781
612,23432,GPR161,0.000154581296665623
613,1410,CRYAB,0.00015428569071784294
614,9722,NOS1AP,0.00015393005299709547
615,56935,SMCO4,0.00015366111953109062
616,56992,KIF15,0.00015357083373683717
617,4969,OGN,0.00015303628323516064
618,3887,KRT81,0.00015259238694398218
619,9654,TTLL4,0.00015221106637867306
620,219623,TMEM26,0.00015200913657965084
621,5166,PDK4,0.0001513641914225817
622,57405,SPC25,0.00015132829729565082
623,8438,RAD54L,0.00014983245915185252
624,51760,SYT17,0.00014945649793491329
625,130813,CIMIP5,0.00014896640151648407
626,84959,UBASH3B,0.00014825979601949533
627,83464,APH1B,0.00014683836644293575
628,63895,PIEZO2,0.00014678687093007953
629,29028,ATAD2,0.0001467828587098798
630,164656,TMPRSS6,0.00014598565825346552
631,23338,JADE2,0.000145632586167053
632,23492,CBX7,0.00014515578164472703
633,7481,WNT11,0.0001444751750880101
634,30061,SLC40A1,0.00014431404019723135
635,203413,CT83,0.000144093407032269
636,5100,PCDH8,0.00014404459818043533
637,1138,CHRNA5,0.0001438364255128475
638,4001,LMNB1,0.00014367393283691208
639,547,KIF1A,0.00014322741422124718
640,6502,SKP2,0.00014302077444638522
641,256394,SERPINA11,0.00014223418125503413
642,720,C4A,0.00014211780214196812
643,2893,GRIA4,0.00014184222525250202
644,23624,CBLC,0.00014146476932168497
645,54848,ARHGEF38,0.00014097481118652657
646,3787,KCNS1,0.00014051289472012606
647,4316,MMP7,0.00014046563910772284
648,339745,SPOPL,0.0001404422977433159
649,1394,CRHR1,0.0001402579864790931
650,10361,NPM2,0.00014014596717631215
651,338761,C1QL4,0.0001395925589428761
652,3667,IRS1,0.0001395170661980009
653,10913,EDAR,0.0001393278661213013
654,79666,PLEKHF2,0.00013888527533630678
655,2737,GLI3,0.0001387600388196602
656,283284,IGSF22,0.00013873932268598476
657,8309,ACOX2,0.00013866170350092615
658,80243,PREX2,0.00013839114766215954
659,9388,LIPG,0.00013821561382466237
660,10129,FRY,0.00013770612849182474
661,79937,CNTNAP3,0.0001376933124063383
662,28965,SLC27A6,0.00013760706087021497
663,94160,ABCC12,0.00013713958720867742
664,10742,RAI2,0.00013704854148994378
665,3481,IGF2,0.00013700429976239758
666,10411,RAPGEF3,0.00013684103130036395
667,1101,CHAD,0.00013683742805533196
668,8690,JRKL,0.000136701214216199
669,27239,GPR162,0.00013663962232010862
670,2564,GABRE,0.00013597297917316035
671,5239,PGM5,0.0001359727822863891
672,306,ANXA3,0.00013592377662412838
673,341676,NEK5,0.00013537276449104242
674,84057,MND1,0.00013485077112115147
675,57496,MRTFB,0.00013452645449331534
676,51806,CALML5,0.0001342965511303933
677,9951,HS3ST4,0.00013423394286675902
678,2525,FUT3,0.00013416625397965582
679,653149,NBPF6,0.00013390112504698873
680,8913,CACNA1G,0.0001338442900328486
681,6489,ST8SIA1,0.00013351993599783384
682,27075,TSPAN13,0.0001333975447668069
683,79852,EPHX3,0.00013308493187160308
684,56033,BARX1,0.00013306507759162754
685,90249,UNC5A,0.00013296789795437508
686,3002,GZMB,0.00013286527732693366
687,79782,LRRC31,0.00013265284534795792
688,9088,PKMYT1,0.00013245788536549793
689,284656,EPHA10,0.00013227801953043914
690,79465,ULBP3,0.00013191712916933173
691,5874,RAB27B,0.0001308262229542331
692,347404,LANCL3,0.0001306944739212416
693,2178,FANCE,0.00013056638129590393
694,25789,TMEM59L,0.00013037627621256077
695,27242,TNFRSF21,0.0001303555157497067
696,5317,PKP1,0.0001302019077332887
697,5167,ENPP1,0.00012920336656818012
698,6332,SCN7A,0.0001291198734067203
699,81553,CYRIA,0.00012904157446728048
700,5697,PYY,0.00012893844451355622
701,8099,CDK2AP1,0.0001288751067627727
702,7368,UGT8,0.00012873955510679983
703,2938,GSTA1,0.0001278281494081233
704,6374,CXCL5,0.0001275798413206681
705,388743,CAPN8,0.00012757457735412236
706,56913,C1GALT1,0.00012755870174774135
707,8382,NME5,0.00012726713264338754
708,23303,KIF13B,0.00012662709394007502
709,57501,CFAP92,0.0001264148893044857
710,26271,FBXO5,0.0001263012852205556
711,57162,PELI1,0.00012609411814809394
712,9824,ARHGAP11A,0.0001258162079566017
713,84457,PHYHIPL,0.00012567608402201498
714,1466,CSRP2,0.00012492353417677715
715,57611,ISLR2,0.0001243855450887592
716,84914,ZNF587,0.00012412933336399326
717,9718,ECE2,0.00012412555579620842
718,1763,DNA2,0.0001241023002751854
719,6451,SH3BGRL,0.00012361529267816059
720,6863,TAC1,0.00012345468102862656
721,5205,ATP8B1,0.00012313565756825133
722,57537,SORCS2,0.0001229374631911482
723,27161,AGO2,0.00012286348193609847
724,114793,FMNL2,0.00012231004960088477
725,164832,LONRF2,0.00012227693629651864
726,399694,SHC4,0.00012202006569926612
727,55103,RALGPS2,0.00012193465271418404
728,339965,CCDC158,0.0001215910571716754
729,26040,SETBP1,0.00012158812688940566
730,8938,BAIAP3,0.00012124247129311008
731,6273,S100A2,0.00012096662691426622
732,134121,CFAP90,0.00012085553378384205
733,51161,C3orf18,0.00012065898294742977
734,57158,JPH2,0.00012044265662937248
735,115019,SLC26A9,0.00012013748846333092
736,51313,GASK1B,0.00012004162659110779
737,4173,MCM4,0.0001196976608966018
738,55872,PBK,0.00011947187648309691
739,10460,TACC3,0.00011931907537646473
740,219348,PLAC9,0.0001190842080190377
741,122970,ACOT4,0.00011899950769626287
742,29944,PNMA3,0.00011896676309509753
743,57144,PAK5,0.00011890429348329523
744,629,CFB,0.00011885591630927334
745,84733,CBX2,0.00011854262450345187
746,388633,LDLRAD1,0.00011854091931217734
747,79148,MMP28,0.00011834374938404077
748,12,SERPINA3,0.00011823509946241252
749,3696,ITGB8,0.00011813599212329154
750,3487,IGFBP4,0.00011788891095296361
751,9077,DIRAS3,0.00011787179390552328
752,132864,CPEB2,0.00011778899010950036
753,343171,OR2W3,0.00011771997745462981
754,7083,TK1,0.00011769164283069173
755,339366,ADAMTSL5,0.00011764149170827718
756,25992,SNED1,0.0001171209288049905
757,1869,E2F1,0.00011710285878189211
758,389434,IYD,0.00011663173098782579
759,259,AMBP,0.00011657062199401545
760,2256,FGF11,0.00011642655797792271
761,83733,SLC25A18,0.00011624494749065272
762,864,RUNX3,0.00011614241737466903
763,7177,TPSAB1,0.00011613718039184255
764,5336,PLCG2,0.00011597618381466277
765,387700,SLC16A12,0.00011586149900801124
766,8796,SCEL,0.00011580056867578086
767,83439,TCF7L1,0.00011562666449065362
768,285643,KIF4B,0.00011535829165890378
769,6725,SRMS,0.00011520558337313259
770,64359,NXN,0.00011487918206405534
771,7148,TNXB,0.00011486528546199452
772,7277,TUBA4A,0.00011467595139249259
773,148545,NBPF4,0.00011390963666680013
774,90019,SYT8,0.00011389468818731614
775,83879,CDCA7,0.00011387181105919726
776,9427,ECEL1,0.00011374527718514132
777,26074,CFAP61,0.00011373975231927838
778,56971,CEACAM19,0.00011370819186758192
779,493911,PHOSPHO2,0.00011366669404420333
780,8646,CHRD,0.00011303638783882037
781,646962,HRCT1,0.00011286955633102559
782,494143,CHAC2,0.00011278189247889057
783,146433,IL34,0.00011260795049511827
784,4741,NEFM,0.00011248375282405059
785,2171,FABP5,0.00011238542794953814
786,301,ANXA1,0.00011214044960042978
787,200845,KCTD6,0.00011207689052200153
788,64284,RAB17,0.00011203352583219069
789,91977,MYOZ3,0.00011172930377668785
790,10451,VAV3,0.00011172367445942168
791,79094,CHAC1,0.0001117234130666262
792,8581,LY6D,0.00011096525469430293
793,5860,QDPR,0.00011054148435051661
794,6590,SLPI,0.00011046868542899512
795,3914,LAMB3,0.00011040548275194253
796,6337,SCNN1A,0.00011027266870422717
797,4214,MAP3K1,0.0001102193172896259
798,154064,RAET1L,0.00010985652386977884
799,6542,SLC7A2,0.00010968049108128651
800,90381,TICRR,0.0001095938970917129
801,54979,PLAAT2,0.00010907885746212241
802,57569,ARHGAP20,0.00010883670956228793
803,4036,LRP2,0.00010860255550883125
804,157724,SLC7A13,0.00010773001946484036
805,2303,FOXC2,0.00010709783823846457
806,84700,MYO18B,0.00010697211711627609
807,10809,STARD10,0.00010694297605425736
808,2175,FANCA,0.00010685681287512934
809,79682,CENPU,0.00010684401250502183
810,11247,NXPH4,0.00010653259180148983
811,51302,CYP39A1,0.00010645014333119357
812,64800,EFCAB6,0.00010626576799342146
813,10644,IGF2BP2,0.00010614231547385444
814,5152,PDE9A,0.00010604949850270137
815,7681,MKRN3,0.00010576636313313914
816,1153,CIRBP,0.00010573800377355696
817,79026,AHNAK,0.00010550736514534276
818,93145,OLFM2,0.00010547216224172263
819,4603,MYBL1,0.00010517427781214421
820,56964,WDR93,0.00010508631337246105
821,64344,HIF3A,0.00010499719937451578
822,29970,SCHIP1,0.00010481296945973066
823,987,LRBA,0.00010477841102788576
824,56914,OTOR,0.00010429140616278085
825,83592,AKR1E2,0.00010418657011375466
826,148808,SLC60A1,0.00010393847463113887
827,83850,ESYT3,0.00010380778395345722
828,9723,SEMA3E,0.00010365030417117563
829,115811,DRC10,0.00010354046053031594
830,29964,PRICKLE4,0.00010340525647845027
831,89795,NAV3,0.00010336760600384029
832,9401,RECQL4,0.00010323983427480532
833,2006,ELN,0.00010320095363100007
834,84296,GINS4,0.00010306462786351454
835,333926,PPM1J,0.00010258627866277304
836,112609,MRAP2,0.0001024368360132032
837,10840,ALDH1L1,0.00010236020515286539
838,10815,CPLX1,0.00010220613565472307
839,362,AQP5,0.00010210048865593148
840,196996,GRAMD2A,0.00010205991325062968
841,197021,LCTL,0.00010187454172455208
842,151507,MSL3B,0.0001018348357658995
843,22915,MMRN1,0.00010179457935398403
844,3149,HMGB3,0.00010177172443433218
845,9915,ARNT2,0.00010138809293879496
846,23581,CASP14,0.00010127660192040593
847,4948,OCA2,0.00010117614139826808
848,57082,KNL1,0.00010090806096101917
849,6414,SELENOP,0.00010086811916521793
850,158158,RASEF,0.00010083676489652085
851,10884,MRPS30,0.00010082176014439186
852,84904,ARHGEF39,0.0001007185907526111
853,722,C4BPA,0.00010057180311198639
854,6511,SLC1A6,0.00010052272729984171
855,114770,PGLYRP2,0.00010044610270112001
856,4239,MFAP4,0.00010040878439019664
857,83959,SLC4A11,0.0001003272443766579
858,146562,DNAAF8,0.00010007289344958242
859,80975,TMPRSS5,9.975452801780733e-05
860,6423,SFRP2,9.954443651299095e-05
861,388939,PCARE,9.937596992009924e-05
862,5327,PLAT,9.919008889518824e-05
863,81620,CDT1,9.91562368613676e-05
864,7832,BTG2,9.855168882911675e-05
865,3708,ITPR1,9.8326464197801e-05
866,152110,NEK10,9.830287106394199e-05
867,23175,LPIN1,9.821481188033063e-05
868,7044,LEFTY2,9.817467664662377e-05
869,276,AMY1A,9.813062438688514e-05
870,10234,LRRC17,9.753834910580907e-05
871,90355,MACIR,9.677042760121638e-05
872,2835,GPR12,9.653128492820005e-05
873,89958,SAPCD2,9.607697464067839e-05
