feature_index,original_gene_id,hugo_symbol
1257,55872,PBK
1258,55890,GPRC5C
1259,55930,MYO5C
1260,5596,MAPK4
1261,55964,SEPTIN3
1262,56033,BARX1
1263,5613,PRKX
1264,56154,TEX15
1265,56169,GSDMC
1266,56171,DNAH7
1267,5618,PRLR
1268,56204,ATOSA
1269,5621,PRNP
1270,563,AZGP1
1271,5646,PRSS3
1272,5648,MASP1
1273,5649,RELN
1274,5650,KLK7
1275,56521,DNAJC12
1276,5653,KLK6
1277,5654,HTRA1
1278,5655,KLK10
1279,566,AZU1
1280,56654,NPDC1
1281,56849,TCEAL7
1282,56853,CELF4
1283,56892,TCIM
1284,56896,DPYSL5
1285,56899,ANKS1B
1286,56913,C1GALT1
1287,56914,OTOR
1288,56917,MEIS3
1289,56920,SEMA3G
1290,56935,SMCO4
1291,56938,BMAL2
1292,56952,PRTFDC1
1293,56964,WDR93
1294,56967,C14orf132
1295,5697,PYY
1296,56971,CEACAM19
1297,56977,STOX2
1298,56992,KIF15
1299,57010,CABP4
1300,57016,AKR1B10
1301,57082,KNL1
1302,57094,CPA6
1303,57110,PLAAT1
1304,57115,PGLYRP4
1305,57116,ZNF695
1306,57134,MAN1C1
1307,57144,PAK5
1308,57152,SLURP1
1309,57156,TMEM63C
1310,57158,JPH2
1311,57162,PELI1
1312,57211,ADGRG6
1313,57216,VANGL2
1314,57221,ARFGEF3
1315,57222,ERGIC1
1316,57224,NHSL1
1317,5727,PTCH1
1318,5733,PTGER3
1319,57348,TTYH1
1320,5737,PTGFR
1321,57405,SPC25
1322,5743,PTGS2
1323,57447,NDRG2
1324,57452,GALNT16
1325,57480,PLEKHG1
1326,57496,MRTFB
1327,57497,LRFN2
1328,57501,CFAP92
1329,57512,GPR158
1330,57526,PCDH19
1331,57535,ELAPOR1
1332,57537,SORCS2
1333,5754,PTK7
1334,57562,CEP126
1335,57569,ARHGAP20
1336,57577,CCDC191
1337,57579,FAM135A
1338,57580,PREX1
1339,57593,EBF4
1340,576,ADGRB2
1341,57604,TRMT9B
1342,57611,ISLR2
1343,57613,FAM234B
1344,5764,PTN
1345,57643,ZSWIM5
1346,57650,CIP2A
1347,57673,BEND3
1348,57689,LRRC4C
1349,57731,SPTBN4
1350,57758,SCUBE2
1351,57834,CYP4F11
1352,57863,CADM3
1353,5787,PTPRB
1354,5799,PTPRN2
1355,5803,PTPRZ1
1356,5806,PTX3
1357,5816,PVALB
1358,5817,PVR
1359,58475,MS4A7
1360,58499,ZNF462
1361,58503,OPRPN
1362,58504,ARHGAP22
1363,5860,QDPR
1364,5874,RAB27B
1365,5888,RAD51
1366,59084,ENPP5
1367,5914,RARA
1368,5918,RARRES1
1369,5920,PLAAT4
1370,5923,RASGRF1
1371,59272,ACE2
1372,59277,NTN4
1373,59336,PRDM13
1374,59352,LGR6
1375,595,CCND1
1376,596,BCL2
1377,597,BCL2A1
1378,5979,RET
1379,60401,EDA2R
1380,60481,ELOVL5
1381,60598,KCNK15
1382,6252,RTN1
1383,6261,RYR1
1384,6263,RYR3
1385,6271,S100A1
1386,6273,S100A2
1387,6279,S100A8
1388,6280,S100A9
1389,6285,S100B
1390,6288,SAA1
1391,6289,SAA2
1392,629,CFB
1393,6291,SAA4
1394,6297,SALL2
1395,6317,SERPINB3
1396,6318,SERPINB4
1397,6327,SCN2B
1398,6330,SCN4B
1399,6331,SCN5A
1400,6332,SCN7A
1401,6337,SCNN1A
1402,6354,CCL7
1403,6355,CCL8
1404,6357,CCL13
1405,6358,CCL14
1406,6362,CCL18
1407,6364,CCL20
1408,6372,CXCL6
1409,6374,CXCL5
1410,6376,CX3CL1
1411,63895,PIEZO2
1412,63923,TNN
1413,63950,DMRTA2
1414,63967,CLSPN
1415,6403,SELP
1416,6405,SEMA3F
1417,64073,C19orf33
1418,64078,SLC28A3
1419,64084,CLSTN2
1420,64087,MCCC2
1421,64093,SMOC1
1422,64094,SMOC2
1423,64097,EPB41L4A
1424,641,BLM
1425,64129,TINAGL1
1426,6414,SELENOP
1427,64151,NCAPG
1428,64208,POPDC3
1429,6422,SFRP1
1430,642273,FAM110C
1431,6423,SFRP2
1432,64284,RAB17
1433,642938,INSYN2A
1434,642987,TMEM232
1435,64344,HIF3A
1436,64359,NXN
1437,64377,CHST8
1438,64388,GREM2
1439,64405,CDH22
1440,6444,SGCD
1441,644844,PHGR1
1442,64499,TPSB2
1443,6451,SH3BGRL
1444,64518,TEKT3
1445,645369,TMEM200C
1446,6457,SH3GL3
1447,646,BNC1
1448,646424,SPINK8
1449,646962,HRCT1
1450,6478,SIAH2
1451,64799,IQCH
1452,64800,EFCAB6
1453,64805,P2RY12
1454,64843,ISL2
1455,64847,SPATA20
1456,6489,ST8SIA1
1457,6491,STIL
1458,64921,CASD1
1459,64943,NT5DC2
1460,6496,SIX3
1461,650,BMP2
1462,6502,SKP2
1463,6505,SLC1A1
1464,65055,REEP1
1465,6506,SLC1A2
1466,6511,SLC1A6
1467,6512,SLC1A7
1468,652,BMP4
1469,6523,SLC5A1
1470,65266,WNK4
1471,6530,SLC6A2
1472,653145,ANXA8
1473,653149,NBPF6
1474,6532,SLC6A4
1475,653499,LGALS7B
1476,6538,SLC6A11
1477,653820,RUMY2
1478,6542,SLC7A2
1479,6545,SLC7A4
1480,6564,SLC15A1
1481,6565,SLC15A2
1482,6566,SLC16A1
1483,6571,SLC18A2
1484,6579,SLCO1A2
1485,658,BMPR1B
1486,6583,SLC22A4
1487,6584,SLC22A5
1488,6590,SLPI
1489,660,BMX
1490,6608,SMO
1491,6624,FSCN1
1492,6649,SOD3
1493,6652,SORD
1494,6662,SOX9
1495,6663,SOX10
1496,6664,SOX11
1497,6689,SPIB
1498,671,BPI
1499,6715,SRD5A1
1500,6725,SRMS
1501,6751,SSTR1
1502,6769,STAC
1503,6790,AURKA
1504,6799,SULT1A2
1505,6817,SULT1A1
1506,6820,SULT2B1
1507,6833,ABCC8
1508,6854,SYN2
1509,6857,SYT1
1510,6863,TAC1
1511,6869,TACR1
1512,6875,TAF4B
1513,688,KLF5
1514,6891,TAP2
1515,6898,TAT
1516,6926,TBX3
1517,6941,TCF19
1518,699,BUB1
1519,6999,TDO2
1520,701,BUB1B
1521,7018,TF
1522,7021,TFAP2B
1523,7025,NR2F1
1524,7031,TFF1
1525,7033,TFF3
1526,7039,TGFA
1527,7043,TGFB3
1528,7044,LEFTY2
1529,7051,TGM1
1530,7060,THBS4
1531,7066,THPO
1532,7068,THRB
1533,7069,THRSP
1534,7079,TIMP4
1535,7083,TK1
1536,7087,ICAM5
1537,7088,TLE1
1538,7101,NR2E1
1539,7102,TSPAN7
1540,7108,TM7SF2
1541,7122,CLDN5
1542,7123,CLEC3B
1543,7136,TNNI2
1544,7139,TNNT2
1545,7148,TNXB
1546,7153,TOP2A
1547,7173,TPO
1548,7177,TPSAB1
1549,72,ACTG2
1550,720,C4A
1551,7200,TRH
1552,722,C4BPA
1553,7272,TTK
1554,7277,TUBA4A
1555,7278,TUBA3C
1556,728116,ZBTB8B
1557,728621,CCDC30
1558,728656,DMRTC1B
1559,728833,RUMY4
1560,729,C6
1561,729359,PLIN4
1562,729533,RUMY1
1563,7298,TYMS
1564,730,C7
1565,7345,UCHL1
1566,7357,UGCG
1567,7358,UGDH
1568,7364,UGT2B7
1569,7366,UGT2B15
1570,7368,UGT8
1571,7369,UMOD
1572,7373,COL14A1
1573,7378,UPP1
1574,7379,UPK2
1575,7425,VGF
1576,7433,VIPR1
1577,7434,VIPR2
1578,7447,VSNL1
1579,7466,WFS1
1580,7475,WNT6
1581,7481,WNT11
1582,7494,XBP1
1583,7504,XK
1584,7516,XRCC2
1585,7545,ZIC1
1586,761,CA3
1587,7644,ZNF91
1588,765,CA6
1589,768,CA9
1590,7681,MKRN3
1591,768239,PSAPL1
1592,7704,ZBTB16
1593,771,CA12
1594,776,CACNA1D
1595,7761,ZNF214
1596,778,CACNA1F
1597,7783,ZP2
1598,7786,MAP3K12
1599,7802,DNALI1
1600,7804,LRP8
1601,7832,BTG2
1602,7850,IL1R2
1603,7851,MALL
1604,786,CACNG1
1605,7869,SEMA3B
1606,79000,AUNIP
1607,79006,METRN
1608,79012,CAMKV
1609,79019,CENPM
1610,79026,AHNAK
1611,79041,TMEM38A
1612,79054,TRPM8
1613,79075,DSCC1
1614,79083,MLPH
1615,79094,CHAC1
1616,79148,MMP28
1617,79170,PRR15L
1618,79187,FSD1
1619,79190,IRX6
1620,79192,IRX1
1621,79258,MMEL1
1622,79369,B3GNT4
1623,79370,BCL2L14
1624,794,CALB2
1625,7941,PLA2G7
1626,79465,ULBP3
1627,79570,NKAIN1
1628,79603,CERS4
1629,79605,PGBD5
1630,79624,DCPH1
1631,79625,NDNF
1632,79649,MAP7D3
1633,79659,DYNC2H1
1634,79666,PLEKHF2
1635,79669,C3orf52
1636,79682,CENPU
1637,797,CALCB
1638,79723,SUV39H2
1639,79729,MNMIP1
1640,79733,E2F8
1641,79745,CLIP4
1642,79777,ACBD4
1643,79780,CCDC82
1644,79782,LRRC31
1645,79785,RERGL
1646,79801,SHCBP1
1647,79816,TLE6
1648,79817,MOB3B
1649,79818,ZNF552
1650,79819,DNAI4
1651,79825,EFCC1
1652,79838,TMC5
1653,79841,AGBL2
1654,79846,CFAP69
1655,79852,EPHX3
1656,79858,NEK11
1657,79875,THSD4
1658,79891,ZNF671
1659,79901,CYBRD1
1660,79906,MORN1
1661,79919,MAB21L4
1662,79921,TCEAL4
1663,79925,SPEF2
1664,79931,TNIP3
1665,79933,SYNPO2L
1666,79937,CNTNAP3
1667,79948,PLPPR3
1668,79962,DNAJC22
1669,79973,ZNF442
1670,79987,SVEP1
1671,80000,GREB1L
1672,8001,GLRA3
1673,80031,SEMA6D
1674,80108,ZFP2
1675,80115,BAIAP2L2
1676,80119,PIF1
1677,80127,BBOF1
1678,80129,CCDC170
1679,80139,ZNF703
1680,80217,CFAP43
1681,80243,PREX2
1682,80274,SCUBE1
1683,80309,SPHKAP
1684,80310,PDGFD
1685,80326,WNT10A
1686,80328,ULBP2
1687,80329,ULBP1
1688,80332,ADAM33
1689,80341,BPIFB2
1690,8061,FOSL1
1691,80725,SRCIN1
1692,80731,THSD7B
1693,80736,SLC44A4
1694,80760,ITIH5
1695,80975,TMPRSS5
1696,8099,CDK2AP1
1697,810,CALML3
1698,81031,SLC2A10
1699,8110,DPF3
1700,8140,SLC7A5
1701,81553,CYRIA
1702,81563,C1orf21
1703,81569,ACTL8
1704,81610,SACK1D
1705,81611,ANP32E
1706,81618,ITM2C
1707,81620,CDT1
1708,81624,DIAPH3
1709,8170,SLC14A2
1710,81706,PPP1R14C
1711,81796,SLCO5A1
1712,8190,MIA
1713,81930,KIF18A
1714,8200,GDF5
1715,8204,NRIP1
1716,827,CAPN6
1717,8309,ACOX2
1718,8313,AXIN2
1719,8317,CDC7
1720,8318,CDC45
1721,8324,FZD7
1722,8326,FZD9
1723,83439,TCF7L1
1724,83450,DRC3
1725,83461,CDCA3
1726,83464,APH1B
1727,83538,ODAD4
1728,83540,NUF2
1729,83543,AIF1L
1730,83592,AKR1E2
1731,83594,NUDT12
1732,83657,DYNLRB2
1733,83661,MS4A8
1734,83690,CRISPLD1
1735,83723,TLCD3B
1736,83733,SLC25A18
1737,8382,NME5
1738,83850,ESYT3
1739,83879,CDCA7
1740,83888,FGFBP2
1741,83903,HASPIN
1742,83959,SLC4A11
1743,8399,PLA2G10
1744,83992,CTTNBP2
1745,84002,B3GNT5
1746,8404,SPARCL1
1747,84057,MND1
1748,84059,ADGRV1
1749,84072,HORMAD1
1750,84073,MYCBPAP
1751,84107,ZIC4
1752,84152,PPP1R1B
1753,8416,ANXA9
1754,84171,LOXL4
1755,84179,SLC49A3
1756,84189,SLITRK6
1757,84239,ATP13A4
1758,8424,BBOX1
1759,84281,AKAP19
1760,84296,GINS4
1761,8436,CAVIN2
1762,8437,RASAL1
1763,8438,RAD54L
1764,844,CASQ1
1765,84417,ECRG4
1766,84441,MAML2
1767,84451,MAP3K21
1768,84457,PHYHIPL
1769,84460,ZMAT1
1770,84467,FBN3
1771,8448,DOC2A
1772,845,CASQ2
1773,8456,FOXN1
1774,84612,PARD6B
1775,84617,TUBB6
1776,84623,KIRREL3
1777,84634,KISS1R
1778,84645,C22orf23
1779,84649,DGAT2
1780,84689,MS4A14
1781,84700,MYO18B
1782,84706,GPT2
1783,84722,PSRC1
1784,84733,CBX2
1785,84766,CRACR2A
1786,84812,PLCD4
1787,8483,CILP
1788,84842,HPDL
1789,84866,TMEM25
1790,84889,SLC7A3
1791,84904,ARHGEF39
1792,84913,ATOH8
1793,84914,ZNF587
1794,8492,PRSS12
1795,84959,UBASH3B
1796,84960,CCDC183
1797,84985,SACK1A
1798,85004,RERG
1799,85012,TCEAL3
1800,8510,MMP23B
1801,8521,GCM1
1802,8528,DDO
1803,85301,COL27A1
1804,8531,YBX3
1805,85320,ABCC11
1806,8537,BCAS1
1807,85377,MICALL1
1808,85413,SLC22A16
1809,8543,LMO4
1810,85439,STON2
1811,8544,PIR
1812,85453,TSPYL5
1813,85478,DRC2
1814,85480,TSLP
1815,8553,BHLHE40
1816,8577,TMEFF1
1817,8581,LY6D
1818,8614,STC2
1819,862,RUNX1T1
1820,8626,TP63
1821,863,CBFA2T3
1822,8639,AOC3
1823,864,RUNX3
1824,8645,KCNK5
1825,8646,CHRD
1826,866,SERPINA6
1827,8685,MARCO
1828,8688,KRT37
1829,8690,JRKL
1830,8701,DNAH11
1831,8710,SERPINB7
1832,8715,NOL4
1833,8739,HRK
1834,875,CBS
1835,8785,MATN4
1836,8796,SCEL
1837,8800,PEX11A
1838,8808,IL36R
1839,8817,FGF18
1840,8821,INPP4B
1841,8825,LIN7A
1842,8836,GGH
1843,8838,CCN6
1844,8842,PROM1
1845,887,CCKBR
1846,890,CCNA2
1847,8900,CCNA1
1848,891,CCNB1
1849,8912,CACNA1H
1850,8913,CACNA1G
1851,8938,BAIAP3
1852,89795,NAV3
1853,898,CCNE1
1854,89839,ARHGAP11B
1855,89846,FGD3
1856,89876,CFAP91
1857,89927,BMERB1
1858,89958,SAPCD2
1859,9,NAT1
1860,90019,SYT8
1861,901,CCNG2
1862,90187,EMILIN3
1863,90249,UNC5A
1864,90288,EFCAB12
1865,90342,FER1L5
1866,90355,MACIR
1867,90362,FAM110B
1868,90381,TICRR
1869,9047,SH2D2A
1870,90506,LRRC46
1871,9052,GPRC5A
1872,90527,DUOXA1
1873,9055,PRC1
1874,90557,CCDC74A
1875,9068,ANGPTL1
1876,9071,CLDN10
1877,9073,CLDN8
1878,9074,CLDN6
1879,9076,CLDN1
1880,9077,DIRAS3
1881,90865,IL33
1882,9088,PKMYT1
1883,9095,TBX19
1884,90993,CREB3L1
1885,91074,ANKRD30A
1886,91133,L3MBTL4
1887,9118,INA
1888,9120,SLC16A6
1889,9132,KCNQ4
1890,9133,CCNB2
1891,9134,CCNE2
1892,9135,RABEP1
1893,91409,CCDC74B
1894,9148,NEURL1
1895,9154,SLC28A1
1896,9156,EXO1
1897,91653,BOC
1898,9182,RASSF9
1899,9185,REPS2
1900,91977,MYOZ3
1901,9200,HACD1
1902,9201,DCLK1
1903,9212,AURKB
1904,92291,CAPN13
1905,92292,GLYATL1
1906,92293,TMEM132C
1907,92312,MEX3A
1908,9232,PTTG1
1909,92340,PRR29
1910,9254,CACNA2D2
1911,92565,FANK1
1912,92591,ASB16
1913,92737,DNER
1914,92747,BPIFB1
1915,92840,REEP6
1916,9290,GPR55
1917,92960,PEX11G
1918,93010,B3GNT7
1919,9313,MMP20
1920,93145,OLFM2
1921,9319,TRIP13
1922,93210,PGAP3
1923,93273,LEMD1
1924,933,CD22
1925,9333,TGM5
1926,9338,TCEAL1
1927,93432,MGAM2
1928,9358,ITGBL1
1929,93594,TBC1D31
1930,9368,NHERF1
1931,9369,NRXN3
1932,9370,ADIPOQ
1933,9388,LIPG
1934,9401,RECQL4
1935,94025,MUC16
1936,94103,ORMDL3
1937,94121,SYTL4
1938,94122,SYTL5
1939,9413,ENTREP1
1940,9415,FADS2
1941,94160,ABCC12
1942,9420,CYP7B1
1943,9424,KCNK6
1944,94241,TP53INP1
1945,9427,ECEL1
1946,9429,ABCG2
1947,9435,CHST2
1948,9447,AIM2
1949,9457,FHL5
1950,9466,IL27RA
1951,9469,CHST3
1952,9480,ONECUT2
1953,9481,SLC25A27
1954,9493,KIF23
1955,9498,SLC4A8
1956,9508,ADAMTS3
1957,9518,GDF15
1958,9542,NRG2
1959,9543,IGDCC3
1960,9547,CXCL14
1961,9568,GABBR2
1962,957,ENTPD5
1963,9582,APOBEC3B
1964,9590,AKAP12
1965,9603,NFE2L3
1966,9619,ABCG1
1967,9620,CELSR1
1968,9622,KLK4
1969,9630,GNA14
1970,9633,TESMIN
1971,9635,CLCA2
1972,9654,TTLL4
1973,9658,ZNF516
1974,9674,KIAA0040
1975,9687,GREB1
1976,9700,ESPL1
1977,9718,ECE2
1978,9721,GPRIN2
1979,9722,NOS1AP
1980,9723,SEMA3E
1981,9742,IFT140
1982,9787,DLGAP5
1983,9796,PHYHIP
1984,9824,ARHGAP11A
1985,983,CDK1
1986,9833,MELK
1987,9837,GINS1
1988,987,LRBA
1989,990,CDC6
1990,991,CDC20
1991,9911,TMCC2
1992,9915,ARNT2
1993,9928,KIF14
1994,993,CDC25A
1995,994,CDC25B
1996,995,CDC25C
1997,9951,HS3ST4
1998,9963,SLC23A1
1999,9982,FGFBP1
