,count,mean,std,min,25%,50%,75%,max
CUS,981.0,0.2808873880746421,0.14549777917503678,0.0,0.17919535255161517,0.2514237070237254,0.358606289827502,1.0
Topo_Distance,981.0,36.088103879119025,6.690178416492234,21.701836781214617,31.40252394665131,34.97924013599994,40.01694762806145,65.26985082714118
Recon_Error,981.0,6.452772181585896,2.5105098407148714,2.241057172401154,4.715899117623354,5.8425166135130535,7.670937460420245,20.42853217645861
Topo_Distance_Norm,981.0,0.3302024986206472,0.15355711209236853,0.0,0.22265617053857134,0.3047511722886691,0.42037974986741966,1.0
Recon_Error_Norm,981.0,0.231572277528637,0.13803509503956984,0.0,0.13607397094264517,0.1980186606611664,0.2985505292410153,1.0
